Date,Open,High,Low,Close,Adjusted_close,Volume
2025-11-24 00:00:00+01:00,147,147.2,146.15,146.55,146.55,3019124
2025-11-25 00:00:00+01:00,146.05,148.85,146.05,148.55,148.55,1043483
2025-11-26 00:00:00+01:00,149,150.05,147.8,149.55,149.55,1447293
2025-11-27 00:00:00+01:00,149.55,150.2,149,150.2,150.2,885476
2025-11-28 00:00:00+01:00,150.4,150.85,149.65,150.2,150.2,1801629
2025-12-01 00:00:00+01:00,150.2,150.2,148.3,149.15,149.15,1205218
2025-12-02 00:00:00+01:00,149.8,149.85,148.35,149.8,149.8,1308864
2025-12-03 00:00:00+01:00,149.8,150.65,148.65,149.05,149.05,1850575
2025-12-04 00:00:00+01:00,148.9,149,145.1,146.85,146.85,2466833
2025-12-05 00:00:00+01:00,147.2,148.35,146.6,147.65,147.65,997508
2025-12-08 00:00:00+01:00,147.45,148,146.85,147.7,147.7,991865
2025-12-09 00:00:00+01:00,147.7,148.6,147.05,147.55,147.55,1307593
2025-12-10 00:00:00+01:00,147.1,147.9,146.55,147.9,147.9,2196135
2025-12-11 00:00:00+01:00,147.65,148.3,147.25,147.4,147.4,933535
2025-12-12 00:00:00+01:00,147.4,147.85,146.85,147.3,147.3,972608
2025-12-15 00:00:00+01:00,148.1,150.25,147.9,149.5,149.5,1300306
2025-12-16 00:00:00+01:00,149.95,150.7,149.05,149.65,149.65,1403579
2025-12-17 00:00:00+01:00,149.3,152.7,149.3,152.2,152.2,1285949
2025-12-18 00:00:00+01:00,152.2,153.3,152,152.9,152.9,1091529
2025-12-19 00:00:00+01:00,152.85,153.75,152.5,153.1,153.1,2288603
2025-12-22 00:00:00+01:00,154,154.1,151.05,151.9,151.9,798893
2025-12-23 00:00:00+01:00,152.3,153.45,152,152.85,152.85,876451
2025-12-29 00:00:00+01:00,153.2,153.6,152,153.6,153.6,959600
2025-12-30 00:00:00+01:00,153.25,155.05,153.05,154.55,154.55,896985
2026-01-02 00:00:00+01:00,154.55,156.1,154.5,155.3,155.3,933074
2026-01-05 00:00:00+01:00,154.95,154.95,152,154.1,154.1,801535
2026-01-07 00:00:00+01:00,153,155.45,151.8,153.55,153.55,2245712
2026-01-08 00:00:00+01:00,153.55,155.4,152.15,154.6,154.6,1344537
2026-01-09 00:00:00+01:00,154.95,155.05,151.6,152.55,152.55,1364112
2026-01-12 00:00:00+01:00,152.25,152.25,151.15,151.45,151.45,1581468
2026-01-13 00:00:00+01:00,151.5,151.8,149.85,149.85,149.85,1538449
2026-01-14 00:00:00+01:00,150.6,154.85,150.6,154.5,154.5,2226819
2026-01-15 00:00:00+01:00,154.35,157.5,153.85,156.1,156.1,1414591
2026-01-16 00:00:00+01:00,155.7,156.6,154.95,155.6,155.6,1299112
2026-01-19 00:00:00+01:00,154.05,158.25,153.85,157.8,157.8,1914573
2026-01-20 00:00:00+01:00,158.15,158.75,155.1,155.1,155.1,1641725
2026-01-21 00:00:00+01:00,156.2,157.65,155.1,156.15,156.15,1650326
2026-01-22 00:00:00+01:00,158,161.35,157.55,159.9,159.9,1818889
2026-01-23 00:00:00+01:00,160,162.2,159.85,162.2,162.2,1325345
2026-01-26 00:00:00+01:00,162.2,164.1,160.9,163,163,1684895
2026-01-27 00:00:00+01:00,163.5,165.85,163,165.5,165.5,2024246
2026-01-28 00:00:00+01:00,158.95,162.35,154.45,158.9,158.9,5361026
2026-01-29 00:00:00+01:00,158,162.8,155.2,160.05,160.05,3267994
2026-01-30 00:00:00+01:00,160.7,163.7,159.65,162.95,162.95,2327970
2026-02-02 00:00:00+01:00,164,165.95,163.55,165.4,165.4,1827679
